par,value
pr_rep_063_t01,0.303372045976517
pr_rep_063_t02,0.303372045976517
pr_rep_063_t03,0.303372045976517
pr_rep_063_t04,0.303372045976517
pr_rep_064_t01,0.438340170799805
pr_rep_064_t02,0.438340170799805
pr_rep_064_t03,0.438340170799805
pr_rep_064_t04,0.438340170799805
pr_rep_065_t01,0.330367029012782
pr_rep_065_t02,0.330367029012782
pr_rep_065_t03,0.330367029012782
pr_rep_065_t04,0.330367029012782
pr_rep_066_t01,0.309507476444028
pr_rep_066_t02,0.309507476444028
pr_rep_066_t03,0.309507476444028
pr_rep_066_t04,0.309507476444028
pr_rep_067_t01,0.302235498463353
pr_rep_067_t02,0.302235498463353
pr_rep_067_t03,0.302235498463353
pr_rep_067_t04,0.302235498463353
pr_rep_068_t01,0.600666717035758
pr_rep_068_t02,0.600666717035758
pr_rep_068_t03,0.600666717035758
pr_rep_068_t04,0.600666717035758
pr_rep_069_t01,0.61273018363742
pr_rep_069_t02,0.61273018363742
pr_rep_069_t03,0.61273018363742
pr_rep_069_t04,0.61273018363742
pr_rep_070_t01,0.558328654646064
pr_rep_070_t02,0.558328654646064
pr_rep_070_t03,0.558328654646064
pr_rep_070_t04,0.558328654646064
pr_rep_071_t01,0.604390677235402
pr_rep_071_t02,0.604390677235402
pr_rep_071_t03,0.604390677235402
pr_rep_071_t04,0.604390677235402
pr_rep_072_t01,0.562220703229934
pr_rep_072_t02,0.562220703229934
pr_rep_072_t03,0.562220703229934
pr_rep_072_t04,0.562220703229934
pr_rep_073_t01,0.474763725441668
pr_rep_073_t02,0.474763725441668
pr_rep_073_t03,0.474763725441668
pr_rep_073_t04,0.474763725441668
pr_rep_074_t01,0.486106466191029
pr_rep_074_t02,0.486106466191029
pr_rep_074_t03,0.486106466191029
pr_rep_074_t04,0.486106466191029
pr_rep_075_t01,0.444272962314135
pr_rep_075_t02,0.444272962314135
pr_rep_075_t03,0.444272962314135
pr_rep_075_t04,0.444272962314135
pr_rep_076_t01,0.462920081927948
pr_rep_076_t02,0.462920081927948
pr_rep_076_t03,0.462920081927948
pr_rep_076_t04,0.462920081927948
pr_rep_077_t01,0.341714149021811
pr_rep_077_t02,0.341714149021811
pr_rep_077_t03,0.341714149021811
pr_rep_077_t04,0.341714149021811
pr_rep_078_t01,0.419681182497126
pr_rep_078_t02,0.419681182497126
pr_rep_078_t03,0.419681182497126
pr_rep_078_t04,0.419681182497126
pr_rep_079_t01,0.497763189745209
pr_rep_079_t02,0.497763189745209
pr_rep_079_t03,0.497763189745209
pr_rep_079_t04,0.497763189745209
pr_rep_080_t01,0.513278990996027
pr_rep_080_t02,0.513278990996027
pr_rep_080_t03,0.513278990996027
pr_rep_080_t04,0.513278990996027
pr_rep_081_t01,0.50023128484215
pr_rep_081_t02,0.50023128484215
pr_rep_081_t03,0.50023128484215
pr_rep_081_t04,0.50023128484215
pr_rep_082_t01,0.485283930961472
pr_rep_082_t02,0.485283930961472
pr_rep_082_t03,0.485283930961472
pr_rep_082_t04,0.485283930961472
pr_rep_083_t01,0.60050915887529
pr_rep_083_t02,0.60050915887529
pr_rep_083_t03,0.60050915887529
pr_rep_083_t04,0.60050915887529
pr_rep_084_t01,0.553934853445835
pr_rep_084_t02,0.553934853445835
pr_rep_084_t03,0.553934853445835
pr_rep_084_t04,0.553934853445835
pr_rep_085_t01,0.608502587099156
pr_rep_085_t02,0.608502587099156
pr_rep_085_t03,0.608502587099156
pr_rep_085_t04,0.608502587099156
pr_rep_086_t01,0.812267922668595
pr_rep_086_t02,0.812267922668595
pr_rep_086_t03,0.812267922668595
pr_rep_086_t04,0.812267922668595
pr_rep_087_t01,0.605368190395927
pr_rep_087_t02,0.605368190395927
pr_rep_087_t03,0.605368190395927
pr_rep_087_t04,0.605368190395927
pr_rep_088_t01,0.672804208395122
pr_rep_088_t02,0.672804208395122
pr_rep_088_t03,0.672804208395122
pr_rep_088_t04,0.672804208395122
pr_rep_089_t01,0.559576648334813
pr_rep_089_t02,0.559576648334813
pr_rep_089_t03,0.559576648334813
pr_rep_089_t04,0.559576648334813
pr_rep_090_t01,0.489481061794297
pr_rep_090_t02,0.489481061794297
pr_rep_090_t03,0.489481061794297
pr_rep_090_t04,0.489481061794297
pr_rep_091_t01,0.530009080860582
pr_rep_091_t02,0.530009080860582
pr_rep_091_t03,0.530009080860582
pr_rep_091_t04,0.530009080860582
pr_rep_092_t01,0.49063274695938
pr_rep_092_t02,0.49063274695938
pr_rep_092_t03,0.49063274695938
pr_rep_092_t04,0.49063274695938
pr_rep_093_t01,0.536473664848726
pr_rep_093_t02,0.536473664848726
pr_rep_093_t03,0.536473664848726
pr_rep_093_t04,0.536473664848726
pr_rep_094_t01,0.479219076244036
pr_rep_094_t02,0.479219076244036
pr_rep_094_t03,0.479219076244036
pr_rep_094_t04,0.479219076244036
pr_rep_095_t01,0.466830313097871
pr_rep_095_t02,0.466830313097871
pr_rep_095_t03,0.466830313097871
pr_rep_095_t04,0.466830313097871
pr_rep_096_t01,0.441436207626654
pr_rep_096_t02,0.441436207626654
pr_rep_096_t03,0.441436207626654
pr_rep_096_t04,0.441436207626654
pr_rep_097_t01,0.512023248983104
pr_rep_097_t02,0.512023248983104
pr_rep_097_t03,0.512023248983104
pr_rep_097_t04,0.512023248983104
pr_rep_098_t01,0.590807408409572
pr_rep_098_t02,0.590807408409572
pr_rep_098_t03,0.590807408409572
pr_rep_098_t04,0.590807408409572
pr_rep_099_t01,0.468106988747629
pr_rep_099_t02,0.468106988747629
pr_rep_099_t03,0.468106988747629
pr_rep_099_t04,0.468106988747629
pr_rep_100_t01,0.497172618460401
pr_rep_100_t02,0.497172618460401
pr_rep_100_t03,0.497172618460401
pr_rep_100_t04,0.497172618460401
pr_rep_101_t01,0.452842344980306
pr_rep_101_t02,0.452842344980306
pr_rep_101_t03,0.452842344980306
pr_rep_101_t04,0.452842344980306
pr_rep_102_t01,0.46439025307764
pr_rep_102_t02,0.46439025307764
pr_rep_102_t03,0.46439025307764
pr_rep_102_t04,0.46439025307764
pr_rep_103_t01,0.399388260007869
pr_rep_103_t02,0.399388260007869
pr_rep_103_t03,0.399388260007869
pr_rep_103_t04,0.399388260007869
pr_rep_104_t01,0.43765030792855
pr_rep_104_t02,0.43765030792855
pr_rep_104_t03,0.43765030792855
pr_rep_104_t04,0.43765030792855
pr_rep_105_t01,0.316177549999969
pr_rep_105_t02,0.316177549999969
pr_rep_105_t03,0.316177549999969
pr_rep_105_t04,0.316177549999969
pr_rep_106_t01,0.47241704394627
pr_rep_106_t02,0.47241704394627
pr_rep_106_t03,0.47241704394627
pr_rep_106_t04,0.47241704394627
pr_rep_107_t01,0.50598897273072
pr_rep_107_t02,0.50598897273072
pr_rep_107_t03,0.50598897273072
pr_rep_107_t04,0.50598897273072
pr_rep_108_t01,0.601767316281728
pr_rep_108_t02,0.601767316281728
pr_rep_108_t03,0.601767316281728
pr_rep_108_t04,0.601767316281728
pr_rep_109_t01,0
pr_rep_109_t02,0
pr_rep_109_t03,0
pr_rep_109_t04,0
pr_rep_110_t01,0.5
pr_rep_110_t02,0.5
pr_rep_110_t03,0.5
pr_rep_110_t04,0.5
pr_rep_111_t01,0.5
pr_rep_111_t02,0.5
pr_rep_111_t03,0.5
pr_rep_111_t04,0.5
pr_rep_112_t01,0.5
pr_rep_112_t02,0.5
pr_rep_112_t03,0.5
pr_rep_112_t04,0.5
pr_rep_113_t01,0.5
pr_rep_113_t02,0.5
pr_rep_113_t03,0.5
pr_rep_113_t04,0.5
pr_rep_114_t01,0.5
pr_rep_114_t02,0.5
pr_rep_114_t03,0.5
pr_rep_114_t04,0.5
pr_rep_115_t01,0.5
pr_rep_115_t02,0.5
pr_rep_115_t03,0.5
pr_rep_115_t04,0.5
pr_rep_116_t01,0.5
pr_rep_116_t02,0.5
pr_rep_116_t03,0.5
pr_rep_116_t04,0.5
pr_rep_117_t01,0.5
pr_rep_117_t02,0.5
pr_rep_117_t03,0.5
pr_rep_117_t04,0.5
pr_rep_118_t01,0.5
pr_rep_118_t02,0.5
pr_rep_118_t03,0.5
pr_rep_118_t04,0.5
pr_rep_119_t01,0.5
pr_rep_119_t02,0.5
pr_rep_119_t03,0.5
pr_rep_119_t04,0.5
pr_rep_120_t01,0.5
pr_rep_120_t02,0.5
pr_rep_120_t03,0.5
pr_rep_120_t04,0.5
pr_rep_121_t01,0.5
pr_rep_121_t02,0.5
pr_rep_121_t03,0.5
pr_rep_121_t04,0.5
pr_rep_122_t01,0.5
pr_rep_122_t02,0.5
pr_rep_122_t03,0.5
pr_rep_122_t04,0.5
pr_rep_123_t01,0.5
pr_rep_123_t02,0.5
pr_rep_123_t03,0.5
pr_rep_123_t04,0.5
pr_rep_124_t01,0.5
pr_rep_124_t02,0.5
pr_rep_124_t03,0.5
pr_rep_124_t04,0.5
pr_rep_125_t01,0.5
pr_rep_125_t02,0.5
pr_rep_125_t03,0.5
pr_rep_125_t04,0.5
pr_rep_126_t01,0.5
pr_rep_126_t02,0.5
pr_rep_126_t03,0.5
pr_rep_126_t04,0.5
pr_rep_127_t01,0.5
pr_rep_127_t02,0.5
pr_rep_127_t03,0.5
pr_rep_127_t04,0.5
pr_rep_128_t01,0.5
pr_rep_128_t02,0.5
pr_rep_128_t03,0.5
pr_rep_128_t04,0.5
pr_rep_129_t01,0.5
pr_rep_129_t02,0.5
pr_rep_129_t03,0.5
pr_rep_129_t04,0.5
pr_rep_130_t01,0.5
pr_rep_130_t02,0.5
pr_rep_130_t03,0.5
pr_rep_130_t04,0.5
pr_rep_131_t01,0.5
pr_rep_131_t02,0.5
pr_rep_131_t03,0.5
pr_rep_131_t04,0.5
pr_rep_132_t01,0.5
pr_rep_132_t02,0.5
pr_rep_132_t03,0.5
pr_rep_132_t04,0.5
pr_rep_133_t01,0.5
pr_rep_133_t02,0.5
pr_rep_133_t03,0.5
pr_rep_133_t04,0.5
pr_rep_134_t01,0.5
pr_rep_134_t02,0.5
pr_rep_134_t03,0.5
pr_rep_134_t04,0.5
pr_rep_135_t01,0.5
pr_rep_135_t02,0.5
pr_rep_135_t03,0.5
pr_rep_135_t04,0.5
pr_rep_136_t01,0.5
pr_rep_136_t02,0.5
pr_rep_136_t03,0.5
pr_rep_136_t04,0.5
pr_rep_137_t01,0.5
pr_rep_137_t02,0.5
pr_rep_137_t03,0.5
pr_rep_137_t04,0.5
pr_rep_138_t01,0.5
pr_rep_138_t02,0.5
pr_rep_138_t03,0.5
pr_rep_138_t04,0.5
pr_rep_139_t01,0.5
pr_rep_139_t02,0.5
pr_rep_139_t03,0.5
pr_rep_139_t04,0.5
pr_rep_140_t01,0.5
pr_rep_140_t02,0.5
pr_rep_140_t03,0.5
pr_rep_140_t04,0.5
pr_rep_141_t01,0.5
pr_rep_141_t02,0.5
pr_rep_141_t03,0.5
pr_rep_141_t04,0.5
pr_rep_142_t01,0.5
pr_rep_142_t02,0.5
pr_rep_142_t03,0.5
pr_rep_142_t04,0.5
pr_rep_143_t01,0.5
pr_rep_143_t02,0.5
pr_rep_143_t03,0.5
pr_rep_143_t04,0.5
pr_rep_144_t01,0.5
pr_rep_144_t02,0.5
pr_rep_144_t03,0.5
pr_rep_144_t04,0.5
pr_rep_145_t01,0.5
pr_rep_145_t02,0.5
pr_rep_145_t03,0.5
pr_rep_145_t04,0.5
pr_rep_146_t01,0.5
pr_rep_146_t02,0.5
pr_rep_146_t03,0.5
pr_rep_146_t04,0.5
pr_rep_147_t01,0.5
pr_rep_147_t02,0.5
pr_rep_147_t03,0.5
pr_rep_147_t04,0.5
pr_rep_148_t01,0.5
pr_rep_148_t02,0.5
pr_rep_148_t03,0.5
pr_rep_148_t04,0.5
pr_rep_149_t01,0.5
pr_rep_149_t02,0.5
pr_rep_149_t03,0.5
pr_rep_149_t04,0.5
pr_rep_150_t01,0.5
pr_rep_150_t02,0.5
pr_rep_150_t03,0.5
pr_rep_150_t04,0.5
pr_rep_151_t01,0.5
pr_rep_151_t02,0.5
pr_rep_151_t03,0.5
pr_rep_151_t04,0.5
pr_rep_152_t01,0.5
pr_rep_152_t02,0.5
pr_rep_152_t03,0.5
pr_rep_152_t04,0.5
pr_rep_153_t01,0.5
pr_rep_153_t02,0.5
pr_rep_153_t03,0.5
pr_rep_153_t04,0.5
pr_rep_154_t01,0.5
pr_rep_154_t02,0.5
pr_rep_154_t03,0.5
pr_rep_154_t04,0.5
pr_rep_155_t01,0.5
pr_rep_155_t02,0.5
pr_rep_155_t03,0.5
pr_rep_155_t04,0.5
pr_rep_156_t01,0.5
pr_rep_156_t02,0.5
pr_rep_156_t03,0.5
pr_rep_156_t04,0.5
pr_rep_157_t01,0.5
pr_rep_157_t02,0.5
pr_rep_157_t03,0.5
pr_rep_157_t04,0.5
pr_rep_158_t01,0.5
pr_rep_158_t02,0.5
pr_rep_158_t03,0.5
pr_rep_158_t04,0.5
pr_rep_159_t01,0.5
pr_rep_159_t02,0.5
pr_rep_159_t03,0.5
pr_rep_159_t04,0.5
pr_rep_160_t01,0.5
pr_rep_160_t02,0.5
pr_rep_160_t03,0.5
pr_rep_160_t04,0.5
pr_rep_161_t01,0.5
pr_rep_161_t02,0.5
pr_rep_161_t03,0.5
pr_rep_161_t04,0.5
pr_rep_162_t01,0.5
pr_rep_162_t02,0.5
pr_rep_162_t03,0.5
pr_rep_162_t04,0.5
pr_rep_163_t01,0.5
pr_rep_163_t02,0.5
pr_rep_163_t03,0.5
pr_rep_163_t04,0.5
pr_rep_164_t01,0.5
pr_rep_164_t02,0.5
pr_rep_164_t03,0.5
pr_rep_164_t04,0.5
pr_rep_165_t01,0.5
pr_rep_165_t02,0.5
pr_rep_165_t03,0.5
pr_rep_165_t04,0.5
pr_rep_166_t01,0.5
pr_rep_166_t02,0.5
pr_rep_166_t03,0.5
pr_rep_166_t04,0.5
pr_rep_167_t01,0.5
pr_rep_167_t02,0.5
pr_rep_167_t03,0.5
pr_rep_167_t04,0.5
pr_rep_168_t01,0.5
pr_rep_168_t02,0.5
pr_rep_168_t03,0.5
pr_rep_168_t04,0.5
pr_rep_169_t01,0.5
pr_rep_169_t02,0.5
pr_rep_169_t03,0.5
pr_rep_169_t04,0.5
pr_rep_170_t01,0.5
pr_rep_170_t02,0.5
pr_rep_170_t03,0.5
pr_rep_170_t04,0.5
pr_rep_171_t01,0.5
pr_rep_171_t02,0.5
pr_rep_171_t03,0.5
pr_rep_171_t04,0.5
pr_rep_172_t01,0.5
pr_rep_172_t02,0.5
pr_rep_172_t03,0.5
pr_rep_172_t04,0.5
